Lat,Lon,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
37.25,35.25,381.04,378.67,381.02,369.01,357.91,336.67,319.88,287.82,287.63,283.09,289.87,296.22,311.84,287.30,285.88,273.05,274.19,250.97,239.78,256.24,267.58
37.25,35.75,420.77,419.37,417.37,408.56,399.51,379.72,365.75,422.57,415.37,401.75,333.83,339.25,373.03,368.16,366.11,356.10,356.64,330.74,310.97,330.23,342.96
37.25,36.25,351.61,346.53,344.46,335.12,326.14,307.37,295.20,342.09,335.27,325.33,325.13,323.33,295.06,270.51,269.81,259.69,261.95,242.61,236.97,241.71,255.43
37.25,36.75,246.96,258.39,261.66,259.97,260.03,250.80,245.66,228.25,228.25,223.45,225.32,225.49,202.12,183.61,180.88,171.83,167.34,142.50,124.91,132.30,133.93
37.25,37.25,207.21,208.08,211.28,208.40,209.51,200.46,206.99,197.40,195.01,191.36,184.55,181.37,166.25,151.02,145.26,135.75,130.70,120.97,88.76,94.93,100.26
37.25,37.75,227.85,228.89,241.08,243.62,241.15,233.76,226.80,215.28,214.27,210.20,210.93,210.35,192.57,177.13,172.59,163.90,118.62,109.47,104.58,111.88,117.12
37.25,38.25,269.86,271.46,273.50,273.66,270.78,261.33,254.80,240.07,240.52,235.55,233.96,233.65,214.43,134.36,133.83,130.74,130.75,120.92,115.44,122.76,128.27
37.25,38.75,282.13,282.74,198.88,285.80,281.87,272.32,266.31,249.89,248.33,244.87,244.37,243.63,220.69,203.96,200.23,188.43,134.03,164.69,115.85,123.98,129.35
37.25,39.25,282.22,283.82,288.42,285.89,281.55,272.39,267.34,250.43,249.19,243.83,243.60,243.56,222.54,203.66,198.45,187.90,132.56,163.25,115.78,157.81,128.87
37.25,39.75,289.49,290.57,293.27,291.90,288.89,280.86,273.00,256.14,254.30,250.78,250.27,250.72,228.01,208.05,203.23,194.24,189.53,169.87,118.30,126.15,165.71
37.25,40.25,299.31,299.83,302.30,300.08,300.62,291.16,282.09,265.77,262.51,257.91,257.44,256.94,234.05,212.97,207.55,198.40,194.45,172.71,119.98,128.45,168.35
36.75,27.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.21,148.80,133.31,121.80,119.57,113.95,114.12,107.35,96.12,103.22,111.41
36.75,28.25,229.28,231.79,230.92,229.82,226.22,215.78,207.70,192.71,190.36,183.89,183.36,181.96,164.09,150.06,146.84,140.47,140.71,125.24,144.39,125.97,132.04
36.75,28.75,247.83,237.07,251.47,237.80,232.43,231.33,222.13,202.96,200.00,193.82,193.54,192.23,173.14,158.10,154.33,149.01,150.40,180.08,152.06,161.68,166.64
36.75,29.25,216.81,218.92,219.00,215.83,210.37,199.16,225.55,202.87,201.79,195.22,190.22,187.65,164.83,138.33,138.40,134.98,137.40,126.57,117.36,126.22,130.25
36.75,29.75,200.94,199.69,199.34,193.55,187.51,174.35,170.63,158.27,158.24,155.46,155.74,157.20,143.99,134.05,133.02,176.98,180.63,181.09,179.22,192.65,203.82
36.75,30.25,200.63,200.53,202.11,198.02,191.63,181.33,173.97,165.95,166.62,152.12,152.84,152.19,141.59,131.37,131.57,128.03,128.07,152.50,152.57,164.07,175.90
36.75,30.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.75,31.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.75,31.75,219.82,215.82,214.87,206.14,197.75,161.32,216.66,198.69,194.92,188.69,188.05,187.50,241.35,216.62,212.78,198.57,197.04,164.17,127.64,135.78,141.92
36.75,32.25,178.85,178.07,176.87,173.26,167.02,157.73,149.21,136.60,135.07,134.20,135.11,136.80,123.76,113.55,112.00,147.70,151.57,148.90,148.58,157.48,165.65
36.75,32.75,192.57,188.53,192.34,188.18,174.98,165.06,157.56,143.66,144.48,141.58,145.10,146.70,131.10,119.93,117.98,156.19,160.70,158.17,154.96,165.12,171.90
36.75,33.25,178.53,180.31,182.05,179.18,175.61,165.65,157.89,144.01,156.58,135.57,134.47,134.47,122.37,113.33,111.87,107.91,107.97,96.12,85.31,92.55,96.39
36.75,33.75,80.67,79.75,80.76,77.44,75.77,69.61,65.14,57.48,57.79,56.38,57.32,59.27,50.94,44.77,44.74,42.31,41.56,36.12,31.52,34.50,34.92
36.75,34.25,102.26,101.68,101.17,99.55,96.35,180.96,174.56,154.29,154.21,151.26,151.05,153.14,127.78,105.15,96.14,82.78,72.72,48.13,48.71,53.23,55.54
36.75,34.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226.93,220.25,221.29,220.89,200.27,229.63,222.00,208.27,201.52,169.09,144.36,154.47,161.12
36.75,35.25,378.17,373.96,375.57,363.79,356.66,334.43,321.06,291.25,293.18,288.19,294.34,302.06,267.73,294.54,288.24,274.80,269.60,235.91,211.64,224.97,229.94
36.75,35.75,NaN,NaN,NaN,421.18,407.94,393.82,377.54,352.71,341.97,334.85,340.40,345.15,307.69,279.80,325.58,311.74,312.24,278.99,265.15,279.92,293.32
36.75,36.25,363.92,356.22,356.04,341.25,333.02,314.29,298.24,275.16,272.26,342.60,269.93,275.37,315.63,288.63,283.09,274.61,274.44,242.46,219.27,235.55,253.14
36.75,36.75,287.38,287.62,287.92,281.86,274.10,259.09,260.87,300.46,300.35,294.53,298.08,294.40,266.31,244.15,241.07,230.84,226.98,201.86,181.98,194.01,197.26
36.75,37.25,197.63,197.75,197.40,192.73,262.97,254.14,245.00,232.65,229.37,225.96,226.91,227.49,204.97,190.27,132.79,176.08,129.63,152.42,114.28,121.49,126.31
36.75,37.75,186.63,187.57,188.79,185.17,225.85,225.22,224.27,210.80,212.87,207.61,208.77,203.09,190.14,128.72,127.39,124.68,125.52,115.70,109.46,116.37,122.59
36.75,38.25,196.40,197.28,198.48,195.14,191.46,234.47,228.22,214.61,216.74,211.00,211.82,211.84,195.32,137.58,136.90,132.96,132.72,120.84,113.62,120.39,125.36
36.75,38.75,207.43,208.53,209.88,206.34,202.91,247.11,242.07,228.25,226.91,223.03,225.55,170.02,206.50,146.40,145.15,140.26,141.08,127.98,118.55,125.57,131.11
36.75,39.25,218.45,218.52,274.97,268.53,265.55,261.61,256.34,241.30,241.36,236.32,176.81,176.93,217.95,202.18,150.46,146.56,147.13,133.89,123.40,131.54,135.86
36.75,39.75,214.94,215.27,216.08,211.61,208.04,264.57,260.15,246.22,244.82,240.33,240.56,241.32,219.00,201.44,195.76,142.94,142.88,163.12,121.17,128.42,134.41
36.75,40.25,220.60,221.00,221.84,217.42,282.76,273.47,269.28,255.25,255.10,250.66,250.88,250.94,226.38,208.63,203.39,194.73,189.56,134.78,124.24,132.30,138.15
36.25,27.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,28.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,29.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,29.75,105.83,106.74,107.53,102.52,101.32,94.06,90.31,81.24,79.65,77.51,76.79,76.38,69.83,100.83,98.69,83.14,78.40,53.22,55.64,40.06,60.54
36.25,30.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.93,69.38,66.40,68.04,99.00,72.85,79.20,82.47
36.25,30.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,31.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,31.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,32.75,148.54,147.57,149.15,143.22,143.69,132.73,83.29,76.51,75.81,73.90,75.26,76.12,67.35,60.30,58.43,55.15,54.17,47.76,42.87,45.40,46.03
36.25,33.25,97.12,96.85,98.19,95.75,95.26,90.22,168.22,148.36,148.47,141.16,142.20,145.94,110.56,85.56,73.45,62.91,56.96,38.72,45.99,49.22,51.15
36.25,33.75,55.24,53.46,53.92,50.53,48.80,44.41,40.66,85.46,30.25,29.11,86.70,32.93,75.74,114.47,108.56,95.19,92.31,62.69,47.93,51.02,54.42
36.25,34.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,34.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,35.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,35.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.25,36.25,390.20,388.93,388.08,378.25,369.32,343.56,327.27,296.10,297.05,292.96,301.42,304.33,325.37,299.52,294.43,282.24,280.98,248.58,225.25,239.91,247.95
36.25,36.75,281.22,278.47,280.16,274.06,269.65,267.95,257.86,236.10,239.31,285.66,286.90,287.70,259.34,236.30,232.03,221.60,217.75,193.64,128.55,137.43,143.01
36.25,37.25,191.56,192.63,192.86,191.12,187.54,180.11,204.72,200.12,200.26,155.72,155.82,190.96,144.48,134.50,133.45,130.01,130.46,117.67,111.48,118.49,123.47
36.25,37.75,170.12,171.42,173.33,170.91,168.71,161.86,179.45,167.33,166.82,163.56,165.86,167.02,130.63,121.33,120.28,116.73,117.53,107.30,101.63,108.45,112.42
36.25,38.25,168.23,170.58,172.50,170.46,168.76,162.41,181.83,169.28,167.27,164.93,167.28,168.23,151.31,121.72,120.61,118.04,116.84,108.39,100.91,106.61,111.80
36.25,38.75,201.76,202.39,204.73,201.98,199.27,191.30,185.62,174.22,171.96,167.03,166.52,166.85,155.29,144.54,143.14,147.35,143.27,126.65,117.61,124.04,127.98
36.25,39.25,225.48,226.20,228.23,224.37,220.66,211.84,205.90,192.95,189.31,185.73,185.58,186.21,172.01,159.42,158.02,153.20,154.20,138.58,128.91,136.63,141.43
36.25,39.75,216.85,217.16,217.38,214.14,210.14,243.15,235.69,222.40,224.04,174.33,175.51,174.90,160.77,149.90,185.43,144.80,173.13,132.26,121.55,129.72,135.34
36.25,40.25,206.93,207.50,244.76,245.28,245.82,235.75,229.17,217.70,216.41,213.34,214.22,214.58,195.59,183.79,140.53,137.52,137.32,125.10,117.30,124.58,130.24
35.75,27.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,28.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,29.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,29.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,30.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,30.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,31.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,31.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,32.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,33.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,33.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,34.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,34.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,35.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,35.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.75,36.25,300.22,297.51,296.06,286.94,276.91,256.95,245.04,222.85,224.11,305.79,222.85,309.52,281.81,254.08,248.86,234.51,232.66,200.68,135.06,187.84,194.43
35.75,36.75,206.36,205.31,206.44,201.98,198.87,188.63,181.87,235.54,232.75,225.80,224.39,219.56,195.84,182.67,136.75,133.08,131.95,119.87,110.82,117.02,121.84
35.75,37.25,191.62,193.82,194.83,191.28,188.61,182.18,175.22,186.96,187.12,182.12,185.74,186.39,167.26,135.91,134.80,138.27,137.28,117.91,109.26,115.87,120.67
35.75,37.75,183.38,184.16,185.21,184.19,181.18,174.81,181.45,167.66,155.60,152.03,162.08,152.78,140.76,134.98,131.96,126.20,126.45,114.54,106.53,112.81,117.34
35.75,38.25,178.88,181.08,182.16,181.72,178.65,173.65,167.25,165.16,164.89,160.05,161.39,161.36,141.35,131.47,129.77,125.89,126.12,115.01,106.90,113.74,117.95
35.75,38.75,200.95,202.29,203.55,202.13,199.41,192.45,186.18,175.86,173.01,168.69,169.52,169.10,157.97,147.54,146.44,141.17,141.40,128.43,119.14,125.95,131.05
35.75,39.25,205.40,203.90,202.91,201.34,198.82,192.56,189.32,180.63,179.65,177.30,178.15,179.05,168.40,158.70,156.71,152.72,152.55,138.50,127.97,133.40,137.08
35.75,39.75,200.93,199.87,199.51,197.37,193.52,189.23,185.86,177.05,176.27,174.26,175.92,178.56,166.94,157.41,155.39,150.96,151.91,136.87,126.74,131.04,134.15
35.75,40.25,185.01,186.32,187.12,184.42,181.31,174.88,186.63,159.74,157.29,154.19,153.84,154.61,143.32,132.56,132.09,128.17,128.07,117.10,109.75,115.24,120.14
35.25,27.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,28.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,29.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,29.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,30.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,30.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,31.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,31.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,32.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,33.25,237.24,237.47,238.80,237.93,236.78,231.43,229.06,217.42,221.92,220.71,227.63,231.27,207.69,187.03,181.13,169.43,164.28,143.01,126.06,128.78,129.15
35.25,33.75,245.08,244.03,246.64,244.60,246.02,238.75,236.12,223.48,229.32,228.86,236.93,239.78,215.31,192.15,185.63,174.68,169.45,144.97,127.54,131.54,131.07
35.25,34.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,34.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,35.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,35.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.25,36.25,232.55,231.41,233.37,230.98,229.01,217.23,208.75,192.54,193.03,188.36,191.32,194.15,221.06,195.91,191.37,178.18,174.84,148.29,116.69,123.41,153.09
35.25,36.75,199.46,201.08,203.22,199.41,196.75,188.29,182.22,169.27,169.09,191.46,193.73,193.54,171.91,155.46,151.82,141.47,140.03,116.24,108.50,114.09,118.29
35.25,37.25,196.36,198.04,198.54,195.10,192.52,184.33,185.87,169.62,164.53,158.86,159.59,159.76,147.77,136.27,134.82,130.45,130.22,116.17,108.23,115.37,119.21
35.25,37.75,200.63,202.24,202.95,199.52,196.90,188.82,182.26,169.95,167.45,162.35,162.97,162.99,150.16,140.38,139.29,134.11,133.74,120.52,112.34,118.46,124.49
35.25,38.25,193.62,194.12,196.10,193.49,190.37,183.72,179.06,166.46,163.72,161.13,160.66,161.39,149.15,138.65,137.59,133.25,133.19,120.47,110.93,117.26,121.05
35.25,38.75,194.56,195.85,197.00,195.07,192.55,185.70,180.89,169.99,167.28,163.54,163.74,164.36,152.23,142.31,140.90,136.62,136.13,123.89,115.79,121.44,125.05
35.25,39.25,191.66,190.43,190.30,187.02,186.50,181.56,178.99,170.43,168.54,168.52,169.59,169.95,159.95,151.85,150.81,147.88,146.89,134.71,123.70,129.84,132.33
35.25,39.75,166.13,164.96,166.06,162.83,161.29,157.79,154.02,148.40,146.93,148.28,146.87,148.60,141.43,134.73,134.58,130.91,130.36,119.77,112.86,116.65,118.03
35.25,40.25,158.22,159.19,160.90,158.92,156.71,151.15,146.40,143.73,146.41,145.00,147.40,149.32,133.27,120.04,117.78,113.39,113.26,103.00,96.26,100.73,103.60
34.75,27.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,28.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,29.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,29.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,30.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,30.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,31.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,31.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,32.75,250.74,250.57,253.96,252.43,255.72,247.18,245.80,230.90,236.28,237.01,243.31,247.68,217.84,187.84,181.41,166.61,160.73,136.00,119.93,123.21,124.49
34.75,33.25,304.92,306.05,308.80,306.87,306.83,299.00,276.50,256.22,263.89,261.37,267.61,271.40,238.98,204.73,223.69,207.69,201.89,171.60,150.46,155.40,156.61
34.75,33.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,34.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,34.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,35.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,35.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.75,36.25,231.62,230.37,231.24,229.37,223.85,213.57,205.16,190.93,191.84,187.33,190.28,191.23,207.75,182.29,178.41,167.42,163.87,134.59,115.02,124.82,131.27
34.75,36.75,177.74,177.29,178.23,175.96,174.35,166.54,159.89,171.41,171.98,164.88,167.34,168.25,144.77,126.12,123.73,115.03,113.20,103.26,95.65,100.60,104.13
34.75,37.25,160.06,158.77,157.03,151.89,146.67,138.69,131.43,120.69,118.36,113.90,115.07,115.60,104.50,98.28,97.85,94.50,94.54,86.91,80.53,85.98,90.48
34.75,37.75,177.21,177.33,177.88,174.46,171.10,163.45,157.32,145.58,142.22,138.87,139.99,138.79,128.35,119.97,119.15,115.61,114.69,104.82,97.88,104.43,109.66
34.75,38.25,188.96,189.25,190.19,187.34,184.63,178.00,172.72,160.13,157.07,154.23,154.44,154.14,143.05,133.32,133.05,128.20,127.91,116.27,107.57,113.52,118.64
34.75,38.75,176.52,176.85,176.11,175.07,173.39,168.50,164.49,154.47,152.82,149.07,149.26,149.84,138.59,129.21,127.77,123.95,123.95,112.48,104.61,110.58,113.88
34.75,39.25,170.95,172.06,173.00,171.42,169.87,163.55,159.80,151.36,150.24,147.62,147.95,147.82,137.46,129.10,127.78,124.34,123.85,112.64,104.73,109.49,113.37
34.75,39.75,168.15,169.54,170.11,168.86,167.60,161.52,156.55,148.73,147.77,145.25,144.93,144.91,135.51,127.97,126.12,123.09,121.91,112.10,104.91,109.04,112.30
34.75,40.25,163.80,164.12,165.08,164.01,162.07,155.03,150.04,142.18,141.71,138.96,138.33,138.53,129.37,121.64,120.73,117.70,116.91,106.33,99.04,103.83,107.73
34.25,27.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,28.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,28.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,29.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,29.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,30.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,30.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,31.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,31.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.25,32.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
